step,current_size,treatment,scenario
655,1618,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
656,1574,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
657,1520,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
658,1472,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
659,1421,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
660,1388,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
661,1343,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
662,1293,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
663,1243,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
664,1198,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
665,1169,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
666,1129,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
667,1106,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
668,1075,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
669,1049,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
670,1027,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
671,1001,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
672,976,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
673,986,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
674,1006,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
675,1026,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
676,1033,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
677,1052,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
678,1066,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
679,1078,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
680,1107,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
681,1125,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
682,1129,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
683,1148,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
684,1164,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
685,1181,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
686,1200,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
687,1212,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
688,1233,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
689,1241,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
690,1267,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
691,1282,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
692,1295,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
693,1304,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
694,1322,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
695,1335,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
696,1370,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
697,1391,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
698,1416,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
699,1436,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
700,1465,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
701,1482,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
702,1500,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
703,1529,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
704,1565,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
705,1581,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
706,1597,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
707,1615,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
708,1626,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
709,1670,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
710,1700,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
711,1734,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
712,1773,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
713,1811,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
714,1853,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
715,1877,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
716,1902,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
717,1926,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
718,1957,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
719,1981,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
720,2004,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
721,1943,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
722,1900,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
723,1841,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
724,1788,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
725,1747,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
726,1701,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
727,1659,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
728,1618,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
729,1571,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
730,1532,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
731,1482,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
732,1433,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
733,1401,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
734,1371,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
735,1337,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
736,1302,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
737,1287,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
738,1257,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
739,1246,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
740,1219,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
741,1190,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
742,1174,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
743,1142,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
744,1120,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(100, 100, 100, [(51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51), (51, 51, 51)], Any[])"
